mean_rank,feature,rank_shift,rank_att,rank_shift_in_modal,rank_att_in_modal,modality,importance_shift,importance_att,top_10_pct,mean_de,mean_re,std_de,std_re,pval,pval_adj,log_fc,group,pval_adj_log,mean_diff,pathway,module
176.5,NP_590,223,130,56,45,ATAC,0.019054,0.001263,att,-0.004083,0.017479,0.059033,0.060223,0.008135132042356396,0.014856,0.261185,reprogramming,1.828105,0.021562,,
176.5,Cd248,234,119,115,79,RNA,0.01796,0.001327,att,0.362977,0.115801,0.428333,0.27612,5.842879943829798e-36,0.0,-1.833627,dead-end,32.734061,0.247175,,
177.0,Aig1,219,135,107,87,RNA,0.019374,0.001207,att,0.150012,0.302411,0.275543,0.398108,1.9799467343929643e-22,0.0,1.125505,reprogramming,19.681156,-0.152399,,
178.0,Ndnf,212,144,103,92,RNA,0.019751,0.00115,att,0.123365,0.290349,0.376723,0.539934,3.3477570552158603e-15,0.0,1.359458,reprogramming,12.77339,-0.166984,,
178.5,Pyrimidine→B-Alanine,82,275,20,22,Flux,0.039749,0.000675,shift,3.036349,3.750895,0.74225,0.998723,1.39207813037342e-53,0.0,0.304897,reprogramming,51.992755,0.714546,Beta-Alanine Metabolism,M_45
179.0,Gm239_651,270,88,71,30,ATAC,0.014834,0.001596,att,-0.017049,0.018211,0.154641,0.162323,0.09886292522194681,0.134924,0.452633,reprogramming,0.86991,0.03526,,
180.0,Fos_104,217,143,55,51,ATAC,0.019471,0.001154,att,0.032303,-0.069256,0.14615,0.128567,4.686982648390169e-07,2e-06,-1.738261,dead-end,5.684176,-0.101559,,
180.0,Smarcc1_843,187,173,48,65,ATAC,0.021697,0.001011,both,0.020162,-0.074399,0.146415,0.127484,2.3310794674468846e-06,9e-06,-1.793788,dead-end,5.040591,-0.094561,,
180.5,Angptl4,131,230,59,133,RNA,0.029401,0.000809,shift,0.134499,0.254977,0.34931,0.47009,2.484018341159542e-10,0.0,1.012495,reprogramming,8.200068,-0.120478,,
181.0,Gng11,180,182,81,111,RNA,0.022303,0.000965,both,0.5712,0.243582,0.596756,0.402357,1.2726763685876986e-32,0.0,-1.481913,dead-end,29.49288,0.327619,,
184.5,Akap12,221,148,109,94,RNA,0.019107,0.001128,att,1.765959,1.146662,0.89681,0.79764,9.645895085801951e-45,0.0,-1.174373,dead-end,41.304256,0.619297,,
184.5,G3P→3PD,125,244,36,15,Flux,0.030306,0.000765,shift,3.13512,3.639345,0.726119,0.833163,5.505460741057168e-37,0.0,0.215158,reprogramming,35.98814,0.504225,Glycolysis + TCA cycle,M_3
185.5,Col2a1,183,188,83,115,RNA,0.022187,0.000946,both,0.112736,0.254078,0.378033,0.497152,4.542411397208647e-12,0.0,1.277393,reprogramming,9.836437,-0.141342,,
187.0,ENSMUSG00000079994_752,193,181,49,69,ATAC,0.021058,0.000973,both,0.023673,-0.026947,0.053425,0.060274,2.775855030128175e-10,0.0,-0.669142,dead-end,8.747363,-0.05062,,
187.0,Gmeb2_716,251,123,64,42,ATAC,0.01649,0.001313,att,0.017699,0.001247,0.192911,0.186179,0.5253703603097952,0.584996,-0.194535,dead-end,0.232847,-0.016453,,
189.0,Timp1,218,160,106,101,RNA,0.019428,0.001083,att,1.086815,0.626029,0.784921,0.586548,1.1069458236621633e-35,0.0,-1.175027,dead-end,32.466321,0.460786,,
191.5,Zdbf2,134,249,60,142,RNA,0.028606,0.000733,shift,0.373691,0.105844,0.585312,0.278266,2.4826989720750734e-25,0.0,-2.020828,dead-end,22.449083,0.267847,,
192.5,(Glc)3 (GlcNAc)2 (Man)9 (Asn)1→(GlcNAc)4 (Man)3 (Asn)1,121,264,34,20,Flux,0.030866,0.000705,shift,3.064466,3.270012,0.549257,0.723215,4.107305355721066e-10,0.0,0.09366,reprogramming,9.319496,0.205546,N-linked glycan synthesis,M_121
192.5,Lgals3,158,227,71,131,RNA,0.024883,0.000816,shift,0.112515,0.215246,0.262011,0.390066,6.954541571358633e-12,0.0,1.012002,reprogramming,9.66137,-0.102732,,
192.5,IRC900814_721,260,125,68,43,ATAC,0.01575,0.001304,att,0.025915,-0.003673,0.185902,0.158571,0.2225883547175628,0.274505,-0.346322,dead-end,0.56145,-0.029588,,
194.0,Myl9,216,172,105,107,RNA,0.019558,0.001015,att,1.183952,0.734303,0.897414,0.788983,1.7776888457225727e-25,0.0,-1.064549,dead-end,22.571167,0.44965,,
195.0,Bcl11b,313,77,152,55,RNA,0.012955,0.001784,att,0.019435,0.004198,0.111622,0.046804,0.0011932065612961513,0.007173,-2.221722,dead-end,2.14432,0.015236,,
197.5,Nfe2l2_101,254,141,66,49,ATAC,0.016287,0.001165,att,0.000826,-0.062981,0.103417,0.086755,5.153130019499613e-06,1.9e-05,-1.190738,dead-end,4.725784,-0.063807,,
198.5,S100a7a,226,171,111,106,RNA,0.01858,0.001018,att,0.083841,0.191494,0.34267,0.467302,9.636458430452082e-09,0.0,1.271002,reprogramming,6.717795,-0.107653,,
199.0,Barx2_488,303,95,81,34,ATAC,0.013517,0.001532,att,0.028193,-0.01446,0.074033,0.074214,3.7781864222018055e-05,0.000117,-0.520096,dead-end,3.930074,-0.042652,,
200.5,Smpd3,283,118,139,78,RNA,0.014282,0.001329,att,0.06406,0.141154,0.241804,0.3028,1.614769053385856e-09,0.0,1.196341,reprogramming,7.436585,-0.077094,,
202.5,Npnt,185,220,84,127,RNA,0.021914,0.000829,shift,0.19499,0.392763,0.384765,0.473314,3.178200665236087e-22,0.0,1.159898,reprogramming,19.491774,-0.197773,,
204.0,Hp,245,163,121,103,RNA,0.016955,0.001067,att,0.015627,0.065303,0.103967,0.232451,4.7053271097003176e-11,0.0,2.099164,reprogramming,8.876611,-0.049676,,
205.0,Glis2_148,268,142,70,50,ATAC,0.015042,0.001154,att,0.026015,-0.018182,0.057592,0.058203,8.229348493602045e-08,0.0,-0.553338,dead-end,6.401125,-0.044197,,
205.0,Plpp2,129,281,58,160,RNA,0.029596,0.00066,shift,0.222805,0.433937,0.330027,0.446106,8.46611818431937e-31,0.0,1.122325,reprogramming,27.721943,-0.211132,,
205.5,Col8a1,173,238,78,137,RNA,0.02292,0.000775,shift,0.58797,0.278373,0.638964,0.509052,6.42464847404364e-25,0.0,-1.318119,dead-end,22.066419,0.309597,,
205.5,Glycine→Glutathione,37,374,2,35,Flux,0.074334,0.00053,shift,2.654674,3.558961,0.683857,0.922392,1.6673029101389437e-94,0.0,0.422921,reprogramming,91.853706,0.904287,Serine Metabolism,M_23
206.0,Lcor_695,278,134,75,47,ATAC,0.014495,0.001211,att,0.008814,-0.045452,0.063653,0.068564,6.2803557290075e-09,0.0,-0.853317,dead-end,7.462881,-0.054266,,
207.5,Cholesterol→Chenodeoxycholate,90,325,23,26,Flux,0.037958,0.0006,shift,2.748429,3.365006,0.524351,0.772713,2.6631702962921518e-67,0.0,0.292002,reprogramming,65.390684,0.616576,Steroid hormone synthesis,M_168
208.0,Bcl11b_814,368,48,92,13,ATAC,0.010652,0.002605,att,0.011349,-0.024279,0.03383,0.030265,5.712495929296488e-13,0.0,-0.488328,dead-end,11.322519,-0.035628,,
208.0,Ms4a4d,58,358,32,199,RNA,0.053655,0.000545,shift,0.058084,0.012429,0.218284,0.07902,6.223409066186483e-07,9e-06,-2.257594,dead-end,5.038117,0.045656,,
208.0,Abcb1b,154,262,68,149,RNA,0.025107,0.000709,shift,0.081268,0.161818,0.218929,0.30742,3.608283548680082e-11,0.0,1.052885,reprogramming,8.98478,-0.080549,,
209.5,Serpinf1,281,138,137,90,RNA,0.014347,0.00119,att,0.598392,0.217932,0.663162,0.433718,1.757024221787359e-35,0.0,-1.750264,dead-end,32.283983,0.38046,,
210.0,"(E,E)-Farnesyl-PP→Dolichyl phosphate",162,258,48,19,Flux,0.024374,0.000721,shift,3.157985,3.643455,0.924715,0.734123,6.609873081695839e-35,0.0,0.206303,reprogramming,33.927625,0.48547,N-linked glycan synthesis,M_117
210.5,dUMP→Deoxyuridine,62,359,10,32,Flux,0.051078,0.000545,shift,2.912026,3.554879,0.558501,0.865356,5.362454500313754e-60,0.0,0.287777,reprogramming,58.191455,0.642853,Pyrimidine synthesis,M_162
211.0,Myh11,261,161,129,102,RNA,0.015723,0.001078,att,0.103596,0.025926,0.357228,0.161957,3.3323304980828524e-07,5e-06,-2.055145,dead-end,5.285825,0.07767,,
211.5,Mef2a_640,194,229,50,87,ATAC,0.020895,0.000813,shift,-0.016012,-0.047283,0.061642,0.061063,0.00024914650970303396,0.000643,-0.563473,dead-end,3.191611,-0.03127,,
213.5,Jun_126,262,165,69,61,ATAC,0.015721,0.001052,att,0.063728,-0.025738,0.143733,0.118454,4.038882350624402e-06,1.5e-05,-1.020417,dead-end,4.82069,-0.089467,,
216.5,Foxl1_354,84,349,23,127,ATAC,0.039389,0.000561,shift,-0.090747,0.180512,0.179048,0.1297,7.341758108549403e-22,0.0,3.737926,reprogramming,19.56845,0.27126,,
216.5,Tspan13,257,176,127,109,RNA,0.015853,0.000992,att,0.143361,0.288152,0.34526,0.435488,3.365011561677018e-15,0.0,1.115378,reprogramming,12.772728,-0.144791,,
218.0,Gjb3,241,195,118,117,RNA,0.017249,0.000915,att,0.016993,0.056861,0.11151,0.18793,4.247133126763238e-09,0.0,1.771414,reprogramming,7.048683,-0.039868,,
219.0,Masp1,197,241,93,138,RNA,0.020857,0.000768,shift,0.097045,0.249115,0.254008,0.383782,6.624688943512593e-25,0.0,1.472942,reprogramming,22.057259,-0.15207,,
221.0,Selenbp1,175,267,79,152,RNA,0.022703,0.000689,shift,0.055917,0.1218,0.189746,0.272301,6.041114154868089e-10,0.0,1.171369,reprogramming,7.838046,-0.065882,,
223.0,Fumarate→Malate,118,328,32,28,Flux,0.031124,0.000596,shift,3.549025,3.837231,1.087089,1.137171,1.3013402737556846e-07,0.0,0.112643,reprogramming,6.842143,0.288206,Glycolysis + TCA cycle,M_12
223.5,Gsc_429,273,174,73,66,ATAC,0.014799,0.000994,att,0.010432,0.010373,0.072394,0.065463,0.995125854378387,0.996254,-0.000684,dead-end,0.00163,-5.8e-05,,
224.0,dCDP→Deoxycytidine,122,326,35,27,Flux,0.030755,0.0006,shift,2.863811,3.429925,0.466901,0.838302,2.5727392336301228e-52,0.0,0.260241,reprogramming,50.762235,0.566114,Pyrimidine synthesis,M_158
225.0,Nfib_859,211,239,54,91,ATAC,0.019807,0.000775,None,-0.032153,-0.012517,0.065033,0.073257,0.03313917862253024,0.051517,0.314642,reprogramming,1.288046,0.019636,,
225.5,Pou6f2_617,233,218,58,84,ATAC,0.017975,0.000837,None,0.015533,-0.030252,0.081546,0.079462,5.1351364187018416e-05,0.000156,-0.637054,dead-end,3.805885,-0.045785,,
231.5,Runx3_858,293,170,78,64,ATAC,0.013844,0.001031,att,-0.00834,0.002953,0.068428,0.066085,0.2201159419675102,0.271972,0.148197,reprogramming,0.565475,0.011293,,
235.0,Tcp11l1,238,232,117,134,RNA,0.017429,0.000802,None,0.268793,0.483215,0.40994,0.520803,2.0309069130775877e-22,0.0,1.010508,reprogramming,19.673397,-0.214421,,
235.0,Flrt2,358,112,177,72,RNA,0.010968,0.001377,att,0.428392,0.149909,0.538686,0.309806,2.159949779834696e-30,0.0,-1.725389,dead-end,27.342336,0.278483,,
235.5,Methionine→Methionine-OUT,60,411,9,41,Flux,0.051894,0.000489,shift,2.910776,3.754401,0.77861,0.935458,5.763059867228543e-78,0.0,0.367179,reprogramming,75.713008,0.843625,Serine Metabolism,M_31
236.5,Batf_790,239,234,61,90,ATAC,0.017413,0.000796,None,0.01761,-0.041903,0.104401,0.093196,2.82723123774057e-05,8.9e-05,-0.879939,dead-end,4.048282,-0.059512,,
237.5,Ahsg,165,310,74,174,RNA,0.0241,0.000624,shift,0.020852,0.088444,0.111226,0.313951,1.8355310352605658e-12,0.0,2.13376,reprogramming,10.210474,-0.067592,,
240.5,Fosb_98,271,210,72,78,ATAC,0.014815,0.000854,None,0.032334,-0.066593,0.143978,0.125134,5.787829869473904e-07,3e-06,-1.652802,dead-end,5.59902,-0.098928,,
241.0,UMP→B-Alanine,174,308,52,24,Flux,0.022723,0.000627,shift,3.179882,3.598947,0.826913,0.623352,1.4599038930779084e-34,0.0,0.178602,reprogramming,33.597138,0.419065,Pyrimidine synthesis,M_152
241.5,Pax6_614,148,335,39,123,ATAC,0.026179,0.000581,shift,0.033742,-0.029949,0.120944,0.118533,0.00014128539013864914,0.000389,-0.823288,dead-end,3.410447,-0.063691,,
242.0,Tead3_867,316,168,83,62,ATAC,0.012774,0.001038,att,0.04063,0.040073,0.138725,0.145492,0.9767077740513712,0.981152,-0.005248,dead-end,0.008264,-0.000557,,
242.5,Adm,229,256,113,146,RNA,0.018295,0.000723,None,0.377681,0.187214,0.542658,0.416815,2.5688553932689513e-14,0.0,-1.156326,dead-end,11.940256,0.190466,,
244.5,Batf3_789,309,180,82,68,ATAC,0.013101,0.00098,att,0.01761,-0.041903,0.104401,0.093196,2.82723123774057e-05,8.9e-05,-0.879939,dead-end,4.048282,-0.059512,,
245.0,Trib3,354,136,175,88,RNA,0.011183,0.001196,att,0.04586,0.014796,0.154496,0.107724,7.1542072636012424e-06,8.3e-05,-1.654583,dead-end,4.080768,0.031064,,
246.0,Foxf1a_312,232,260,57,97,ATAC,0.018016,0.000716,None,-0.081484,0.129713,0.144512,0.110026,7.680002169267985e-21,0.0,2.956086,reprogramming,18.631076,0.211197,,
247.5,Gng2,242,253,119,144,RNA,0.017152,0.000731,None,0.302132,0.128347,0.37353,0.266023,4.9355333418877905e-24,0.0,-1.364981,dead-end,21.224599,0.173785,,
248.0,Creb3l1,190,306,88,172,RNA,0.021359,0.000629,shift,0.290834,0.123175,0.380809,0.266576,6.494510517980429e-22,0.0,-1.364594,dead-end,19.203051,0.167659,,
249.0,Neurog2_49,300,198,79,74,ATAC,0.013567,0.000905,att,0.089575,-0.007536,0.11686,0.092808,2.0416015330096347e-09,0.0,-0.943506,dead-end,7.91433,-0.097111,,
249.0,Postn,275,223,133,129,RNA,0.014746,0.000826,None,0.339058,0.117615,0.570988,0.367728,6.233768175949367e-18,0.0,-1.693264,dead-end,15.376352,0.221443,,
250.5,Slc16a3,120,381,54,208,RNA,0.031012,0.000524,shift,0.087622,0.033684,0.22585,0.16014,1.1305381616002785e-07,2e-06,-1.418519,dead-end,5.724595,0.053938,,
251.5,PRPP+Glutamine→IMP,119,384,33,36,Flux,0.03111,0.000521,shift,3.061481,3.857058,0.803501,1.105917,1.506985349480307e-54,0.0,0.333271,reprogramming,52.918801,0.795576,Purine synthesis,M_133
252.5,NP_605,400,105,101,39,ATAC,0.009739,0.001475,att,0.019331,-0.019417,0.054351,0.063762,1.4385307449056891e-06,6e-06,-0.501073,dead-end,5.23258,-0.038748,,
254.0,UMP→CDP,105,403,25,40,Flux,0.034499,0.000496,shift,3.09538,3.814647,0.779695,1.089948,7.630026812968364e-47,0.0,0.301433,reprogramming,45.731014,0.719267,Pyrimidine synthesis,M_153
254.0,Ccl7,302,206,148,122,RNA,0.013545,0.000875,None,0.221799,0.068508,0.467258,0.26669,8.893756202005996e-14,0.0,-1.808149,dead-end,11.432335,0.15329,,
256.0,Aspartate→Oxaloacetate,97,415,24,42,Flux,0.036203,0.000485,shift,3.416444,3.973482,0.931372,1.202812,7.904424257918795e-24,0.0,0.217908,reprogramming,22.941278,0.557038,Aspartate Metabolism,M_40
256.5,S100a1,191,322,89,183,RNA,0.021237,0.000603,shift,0.412238,0.704426,0.52428,0.623799,2.764108952934039e-26,0.0,1.003242,reprogramming,23.345099,-0.292187,,
256.5,Pdgfra,376,137,187,89,RNA,0.01046,0.00119,att,0.118829,0.039835,0.265812,0.165077,2.0153584622453243e-11,0.0,-1.634516,dead-end,9.223129,0.078994,,
259.0,Dapk1,117,401,53,212,RNA,0.031474,0.000499,shift,0.084696,0.194723,0.228712,0.328458,1.498857372819753e-17,0.0,1.282275,reprogramming,15.007811,-0.110027,,
259.5,Gm5294_331,137,382,35,142,ATAC,0.028022,0.000524,shift,-0.090747,0.180512,0.179048,0.1297,7.341758108549403e-22,0.0,3.737926,reprogramming,19.56845,0.27126,,
260.5,Tns1,145,376,65,204,RNA,0.026444,0.000529,shift,0.520202,0.290932,0.542524,0.421681,9.768854662496309e-20,0.0,-1.014921,dead-end,17.117812,0.22927,,
261.0,Mfap2,248,274,123,157,RNA,0.016865,0.000675,None,0.416254,0.153905,0.467064,0.315162,6.038598854120061e-34,0.0,-1.633643,dead-end,30.783869,0.262349,,
263.0,Tubb3,319,207,155,123,RNA,0.012693,0.000874,None,0.280628,0.046062,0.442333,0.188998,4.18700967187778e-33,0.0,-2.780807,dead-end,29.959607,0.234566,,
264.0,Nav2,196,332,92,185,RNA,0.020871,0.000586,shift,0.123214,0.253581,0.318161,0.397419,1.0843674795281525e-14,0.0,1.138272,reprogramming,12.290406,-0.130367,,
264.5,Gm2115,445,84,220,58,RNA,0.00804,0.001676,att,0.212347,0.041487,0.415641,0.198614,5.3150983760461785e-21,0.0,-2.481533,dead-end,18.330381,0.170859,,
265.5,AW112010,214,317,104,178,RNA,0.019594,0.000613,None,0.0356,0.110245,0.181239,0.333528,1.2902300362088026e-10,0.0,1.685287,reprogramming,8.463406,-0.074646,,
266.5,Tspan8,297,236,147,135,RNA,0.01373,0.000776,None,0.062391,0.168494,0.23882,0.387823,1.1145242386651394e-13,0.0,1.511301,reprogramming,11.344172,-0.106103,,
267.5,Tbx2_760,341,194,88,73,ATAC,0.011759,0.000925,att,-0.031609,0.02972,0.060555,0.074188,5.709390133751113e-11,0.0,0.812338,reprogramming,9.401253,0.061329,,
268.5,Foxl1_363,332,205,86,77,ATAC,0.012137,0.000881,None,-0.056709,0.154782,0.137881,0.111167,4.1795936900547195e-22,0.0,2.255653,reprogramming,19.755125,0.211491,,
269.0,glutamate_in→glutamate,107,431,26,46,Flux,0.03374,0.000473,shift,4.095243,3.664794,1.502133,1.123551,1.759856319052354e-12,0.0,-0.160217,dead-end,11.677952,-0.43045,Transporters,M_91
269.5,Wwc1,237,302,116,170,RNA,0.017556,0.000635,None,0.034222,0.086154,0.131039,0.207835,1.859071044842369e-11,0.0,1.369804,reprogramming,9.256325,-0.051931,,
270.0,Onecut2_827,235,305,59,114,ATAC,0.017881,0.000631,None,0.00343,0.032319,0.075902,0.071597,0.00492588724508658,0.009456,0.320437,reprogramming,2.024313,0.028889,,
272.5,Foxl1_377,206,339,52,124,ATAC,0.020037,0.000576,None,-0.037742,0.082506,0.102665,0.096472,5.8043565300114915e-15,0.0,1.380537,reprogramming,13.229804,0.120248,,
273.0,Proline→Glyoxylate + pyruvate,79,467,18,56,Flux,0.042489,0.000449,shift,3.417371,3.9754,0.931656,1.205194,7.789176301505618e-24,0.0,0.218213,reprogramming,22.943897,0.558029,Urea Cycle,M_68
273.0,Ace2,484,62,240,47,RNA,0.006838,0.002105,att,0.077697,0.177808,0.256873,0.400927,2.721069379196734e-11,0.0,1.268146,reprogramming,9.102831,-0.100111,,
274.5,NP_597,359,190,91,71,ATAC,0.010947,0.000941,att,0.027982,-0.009855,0.075917,0.063291,0.00018410209668458613,0.000493,-0.451864,dead-end,3.306905,-0.037837,,
275.0,Cebpb_130,339,211,87,79,ATAC,0.011897,0.000852,None,-0.004919,-0.084527,0.148673,0.151343,0.000128210357859725,0.000355,-1.934753,dead-end,3.449658,-0.079608,,
275.0,Gsx2_502,381,169,95,63,ATAC,0.010311,0.001034,att,0.021119,-0.012269,0.091761,0.076627,0.005675357596484803,0.010824,-0.413995,dead-end,1.965627,-0.033389,,
276.5,Lmod1,220,333,108,186,RNA,0.019181,0.000585,None,0.521611,0.210805,0.671106,0.420045,1.2173142127011559e-24,0.0,-1.544912,dead-end,21.809259,0.310806,,
277.0,Aspartate→Asparagine,167,387,50,38,Flux,0.023851,0.000518,shift,4.345056,3.444676,1.959728,0.980596,6.857885934972943e-41,0.0,-0.335006,dead-end,39.867919,-0.90038,Aspartate Metabolism,M_38
277.0,Uncx_469,342,212,89,80,ATAC,0.011742,0.00085,None,0.016563,0.015427,0.122,0.129033,0.9461656750333652,0.955909,-0.012727,dead-end,0.019584,-0.001136,,
277.5,Spp2,496,59,248,44,RNA,0.00643,0.002233,att,0.049333,0.099253,0.205516,0.287697,1.1174823693591172e-05,0.000123,1.045018,reprogramming,3.910742,-0.04992,,
278.0,Aebp1,304,252,149,143,RNA,0.013347,0.000731,None,0.756268,0.431509,0.683295,0.546146,4.686475221360862e-24,0.0,-1.066812,dead-end,21.239467,0.324759,,
280.0,Bach2_119,289,271,77,99,ATAC,0.014041,0.000686,None,0.035664,-0.060276,0.143842,0.124961,1.1424291213799605e-06,5e-06,-1.500392,dead-end,5.328648,-0.09594,,
280.5,Acetyl-CoA_in→Acetyl-CoA,230,331,61,29,Flux,0.018253,0.000587,None,2.646928,3.193301,0.540162,0.790017,8.774056656053722e-52,0.0,0.27073,reprogramming,50.246464,0.546373,Transporters,M_72
281.5,Myo5c,462,101,227,64,RNA,0.0074,0.001503,att,0.066519,0.132638,0.212869,0.291489,1.491311748122485e-08,0.0,1.044143,reprogramming,6.546821,-0.066119,,
283.5,serine_in→serine,150,417,44,43,Flux,0.025558,0.000484,shift,4.198224,3.686663,1.7608,1.262304,2.564484778102926e-13,0.0,-0.187464,dead-end,12.496024,-0.511562,Transporters,M_79
283.5,Syt13,366,201,182,120,RNA,0.010723,0.000899,None,0.052293,0.026041,0.203257,0.151568,0.004264132745088123,0.020851,-1.024924,dead-end,1.680876,0.026253,,
285.0,Citrate_in→Citrate,215,355,57,31,Flux,0.01957,0.000547,None,2.786791,3.341995,0.725627,0.860323,3.229231133924312e-42,0.0,0.262105,reprogramming,41.157686,0.555204,Transporters,M_73
286.0,Mcc,192,380,90,207,RNA,0.021198,0.000525,shift,0.132921,0.279368,0.32202,0.397961,8.477589347135252e-18,0.0,1.180867,reprogramming,15.247026,-0.146447,,
287.5,Methionine→Cysteine,114,461,29,52,Flux,0.031909,0.000452,shift,2.846416,3.656182,0.736163,0.927393,5.390929758418734e-75,0.0,0.361192,reprogramming,72.888125,0.809766,Serine Metabolism,M_30
289.5,Rab38,258,321,128,182,RNA,0.015827,0.000604,None,0.052688,0.135462,0.172003,0.275433,5.864129872450744e-16,0.0,1.422994,reprogramming,13.497272,-0.082774,,
289.5,Foxs1_329,301,278,80,101,ATAC,0.013546,0.00067,None,-0.080305,0.14961,0.146209,0.102557,6.587168897433608e-23,0.0,3.016442,reprogramming,20.349284,0.229915,,
290.5,Vax2_497,436,145,112,52,ATAC,0.008419,0.001145,att,0.019539,-0.004814,0.104334,0.089619,0.07510661956488135,0.105941,-0.293574,dead-end,0.974935,-0.024353,,
291.0,Vsx2_431,369,213,93,81,ATAC,0.010642,0.00085,None,0.041928,-0.018754,0.093329,0.091087,3.4362389554308397e-06,1.3e-05,-0.718747,dead-end,4.883444,-0.060682,,
291.5,Glucose-1-phosphate→UDP-glucuronic acid,111,472,28,58,Flux,0.032403,0.000446,shift,2.860995,3.523686,0.616381,0.893243,1.1207488571963251e-58,0.0,0.300568,reprogramming,56.955631,0.662691,Hyaluronic acid synthesis,M_109
294.5,Cxxc4,317,272,154,155,RNA,0.012705,0.00068,None,0.08535,0.1728,0.234461,0.316924,8.929687422361596e-12,0.0,1.082078,reprogramming,9.557677,-0.08745,,
294.5,Omd,295,294,145,167,RNA,0.013754,0.000644,None,0.024677,0.118148,0.128974,0.293523,1.1923410636116042e-22,0.0,2.327609,reprogramming,19.884638,-0.093471,,
295.5,Mybl1_647,178,413,45,163,ATAC,0.022591,0.000488,shift,0.027225,0.029014,0.110601,0.130196,0.9099030721285288,0.928837,0.01832,reprogramming,0.03206,0.001788,,
295.5,Foxl1_355,208,383,53,143,ATAC,0.019898,0.000523,None,-0.090144,0.175519,0.164234,0.107312,1.0545366638392318e-23,0.0,3.674057,reprogramming,20.809129,0.265663,,
297.0,Ebf1,276,318,134,179,RNA,0.014713,0.00061,None,0.381325,0.096815,0.48966,0.271515,1.897907400636009e-37,0.0,-2.191112,dead-end,34.18102,0.28451,,
297.0,Adam23,329,265,160,151,RNA,0.012256,0.000702,None,0.293642,0.05539,0.443328,0.195053,9.070680364595295e-34,0.0,-2.58321,dead-end,30.615599,0.238251,,
297.5,Glutamine_in→Glutamine,146,449,43,50,Flux,0.026422,0.00046,shift,4.196552,3.686136,1.761488,1.263893,3.0282368249225117e-13,0.0,-0.187095,dead-end,12.430221,-0.510416,Transporters,M_92
298.0,Oaf,371,225,184,130,RNA,0.010559,0.000818,None,0.427559,0.206407,0.465336,0.336248,7.584911447600964e-25,0.0,-1.218572,dead-end,22.006668,0.221152,,
298.0,Clic5,443,153,219,96,RNA,0.008146,0.001098,att,0.058306,0.144893,0.236412,0.375891,5.460050130988969e-10,0.0,1.376793,reprogramming,7.87895,-0.086587,,
298.5,Hpgd,334,263,163,150,RNA,0.012111,0.000705,None,0.00698,0.032166,0.060838,0.184866,5.481427573715148e-06,6.5e-05,2.222542,reprogramming,4.18764,-0.025187,,
300.0,Inhba,327,273,158,156,RNA,0.012332,0.000679,None,0.737469,0.422865,0.703271,0.568643,1.6032159934331441e-21,0.0,-1.051135,dead-end,18.825429,0.314603,,
300.0,Arid3b_6,318,282,84,103,ATAC,0.012697,0.000659,None,0.023083,-0.016195,0.070502,0.068358,5.709390523964702e-05,0.000171,-0.492514,dead-end,3.765797,-0.039278,,
